image_link,itemid,price,global_category1,description,global_category2,global_item_attributes,item_rating,sale_price,global_catid2,discount_percentage,image_link_3,title,global_catid1,product_link,product_short link
https://cf.shopee.com.br/file/sg-11134201-7rene-m8dfdupzuqhd23,7789884041,10.29,Stationery,"Gabarito para Wire-O Encadernacao, Cartonagem
- Saiba com certeza qual o Numero de Wire o a ser usado em seu trabalho.

- Gabarito para Wire o 2x1 e 3x1.
- Fabricada em MDF.
- Cortada e Gravada por sistema a Laser.

Medidas 2x1:
-  5/8 120 Folhas, 
- 3/4 140 Folhas, 
- 7/8 180 Folhas, 
- 1"" 200 Folhas
- 1-1/8 250 Folhas
- 1-1/4 270 Folhas

Medidas: 3x1:
- 1/4 25 Folhas
- 5/16 50 Folhas
- 3/8 60 Folhas
- 7/16 85 Folhas
- 1/2 95 Folhas
- 9/16 110 Folhas

Item Incluso: 
- 01 Gabarito",School & Office Equipment,,5,10.29,100732,0,,Regua Gabarito Wire O Cartonagem Encadernacao Agenda Caderno,100638,https://shopee.com.br/product/419554734/7789884041,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F419554734%2F7789884041
https://cf.shopee.com.br/file/br-11134207-81ztc-mj3k4w3kx152ee,58252685117,32.1,Stationery,"Kit 5 Caixas De Grampos Galvanizados 26/6 com 5000 unidades por embalagem - Maxprint

O Grampo Maxprint Galvanizado 26/6 é a escolha ideal para quem busca eficiência, resistência e durabilidade no dia a dia de escritório, escola ou uso doméstico. Produzido em aço galvanizado, oferece alta resistência à ferrugem, garantindo maior vida útil e grampeações seguras.

Compatível com grampeadores padrão que utilizam grampos 26/6, é capaz de grampear até 20 folhas de papel com firmeza e precisão, mantendo os documentos organizados sem esforço.

Cada embalagem contém 5.000 grampos, proporcionando excelente rendimento e ótimo custo-benefício, ideal para quem precisa de reposição frequente ou uso contínuo.

Características:

-Material: galvanizado, resistente à corrosão
-Modelo: 26/6
-Capacidade de grampear até 20 folhas
-Alta durabilidade e desempenho consistente
-Conteúdo da embalagem: 5.000 grampos
-Quantidade de caixas: 5un
-Marca: Maxprint

Indicado para:

Escritórios, escolas, home office, papelarias e uso geral em organização de documentos.

Produto prático, confiável e essencial para manter seus papéis sempre organizados com qualidade Maxprint.",School & Office Equipment,"[{""attr_id"":100134,""attr_val_id"":0,""formatted_value"":""Aço Galvanizado"",""status"":1},{""attr_id"":100413,""attr_val_id"":0,""formatted_value"":""Novo"",""status"":1},{""attr_id"":100999,""attr_val_id"":0,""formatted_value"":""5"",""status"":1}]",5,25.86,100732,19,https://cf.shopee.com.br/file/br-11134207-81ztc-mj3k4w3ku80604,Kit 5 Caixas De Grampos Galvanizados 26/6 com 5000 unidades por embalagem - Maxprint,100638,https://shopee.com.br/product/929066437/58252685117,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F929066437%2F58252685117
https://cf.shopee.com.br/file/br-11134207-820ly-mohfmj77louddc,23399463501,169.99,Women Clothes,"✨ Jaqueta Cropped Cotelê Feminina com Capuz ✨

A jaqueta perfeita para compor looks estilosos e quentinhos nos dias frios!
Confeccionada em tecido cotelê encorpado e macio, esse modelo cropped traz um visual moderno e sofisticado. Possui fechamento em zíper frontal, bolsos funcionais com botão, capuz com detalhe peluciado e acabamento acolchoado que garante muito conforto.

🔥 Modelagem moderna
🔥 Tecido cotelê premium
🔥 Super confortável e quentinha
🔥 Capuz estiloso com pelúcia
🔥 Ideal para looks de inverno e meia estação

📏 Tamanhos: P ao GG
🎨 Cor: Caramelo / preto / offe / bege 
🧥 Modelagem cropped feminina","Jackets, Coats & Vests","[{""attr_id"":100037,""attr_val_id"":35,""formatted_value"":""Mainland China"",""status"":1},{""attr_id"":100134,""attr_val_id"":0,""formatted_value"":""Veludo canelado"",""status"":1},{""attr_id"":100134,""attr_val_id"":1198,""formatted_value"":""Velvet"",""status"":1},{""attr_id"":100156,""attr_val_id"":1417,""formatted_value"":""Medium"",""status"":1},{""attr_id"":100161,""attr_val_id"":1446,""formatted_value"":""No"",""status"":1},{""attr_id"":100162,""attr_val_id"":1463,""formatted_value"":""Plain"",""status"":1},{""attr_id"":100168,""attr_val_id"":1480,""formatted_value"":""Long Sleeves"",""status"":1},{""attr_id"":100169,""attr_val_id"":1520,""formatted_value"":""Boho"",""status"":1},{""attr_id"":100169,""attr_val_id"":1571,""formatted_value"":""Sexy"",""status"":1},{""attr_id"":100413,""attr_val_id"":0,""formatted_value"":""novo"",""status"":1},{""attr_id"":101004,""attr_val_id"":5488,""formatted_value"":""No"",""status"":1},{""attr_id"":101029,""attr_val_id"":0,""formatted_value"":""1Piece"",""status"":1},{""attr_id"":101219,""attr_val_id"":7222,""formatted_value"":""No"",""status"":1},{""attr_id"":101639,""attr_val_id"":0,""formatted_value"":""Inverno 2026"",""status"":1}]",4.95,159,100107,6,https://cf.shopee.com.br/file/br-11134207-820lg-mohfmj7i0qh1fb,jaqueta Puffer Cotelê Peluciada | Capuz removível | inverno 2026,100017,https://shopee.com.br/product/1757269745/23399463501,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F1757269745%2F23399463501
https://cf.shopee.com.br/file/sg-11134201-8262u-mlrt02two4cgd6,41279237455,55.49,Food & Beverages,"COBERTURA PREMIUM EM GOTAS PARA DERRETER SABOR CHOCOLATE BRANCO MAVALÉRIO USO Para cobrir, moldar e rechear Ovos de Páscoa, tortas, pães de mel, doces, bombons, alfajores e também para acabamentos e decorações, laços, placas e tiras e outros.    INGREDIENTES Açúcar, gordura vegetal fracionada, soro de leite em pó, leite em pó desnatado, sal, emulsificante lecitina de soja (INS 322) e ésteres de ácido ricinoléico interesterificado com poliglicerol (INS 476), aromatizante, antioxidantes BHA (INS 320) e BHT (INS 321). CONTÉM LACTOSE. NÃO CONTÉM GLÚTEN. ALÉRGICOS: CONTÉM DERIVADOS DE LEITE E SOJA.    ARMAZENAGEM Armazenar fechado em local fresco, seco, limpo e inodoro. Evitar exposição ao sol. Após aberta a embalagem, recomenda-se o consumo do produto em até 30 dias e que seja guardada bem fechada em local fresco, seco, limpo e inodoro.Não armazenar em geladeira ou em câmara frigorífica.Não armazenar em temperatura acima de 30 °C.",Snacks,"[{""attr_id"":100037,""attr_val_id"":6737,""formatted_value"":""Brasil"",""status"":1},{""attr_id"":100095,""attr_val_id"":0,""formatted_value"":""1010g"",""status"":1},{""attr_id"":100999,""attr_val_id"":0,""formatted_value"":""1"",""status"":1}]",4.99,52.9,100646,5,https://cf.shopee.com.br/file/sg-11134201-8261z-mlrt02te0ow559,"Cobertura Mavalério Chocolate Branco 1,01kg Pemium Gotas",100629,https://shopee.com.br/product/1545634241/41279237455,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F1545634241%2F41279237455
https://cf.shopee.com.br/file/br-11134207-7r98o-mcl21tfhhrua83,23098750201,29.9,Home & Living,"Instruções de Uso:
Coloque uma pilha AA no compartimento (2) observando corretamente o lado + e - conforme desenho acima.
Ajuste o horário girando o botão (1) em sentido horário até obter a marcação desejada.
Para maior durabilidade retire a pilha quando for ficar ausente por um período longo.

Cuidados e Conservação:
Expor a luz solar poderá causar danos a seu relógio.
Para a limpeza utilizar apenas pano úmido e detergente neutro.
O relógio não é a prova d'água.
Não usar produtos abrasivos.
Evitar quedas.
Não ficar em locais com alta temperatura e umidade.
Especificações Técnicas: 
Composição: Plástico (Polipropileno e Poliestireno).
Alimentação: Uma pilha AA 1.5V (Não inclusa).
Validade: Indeterminado
Dimensional: 0240x40mm
Contém: 1 Peça
Indústria Brasileira",Decoration,"[{""attr_id"":100121,""attr_val_id"":776,""formatted_value"":""1 Month"",""status"":1},{""attr_id"":100162,""attr_val_id"":0,""formatted_value"":""last supper"",""status"":1},{""attr_id"":100169,""attr_val_id"":11757,""formatted_value"":""Classic"",""status"":1},{""attr_id"":100370,""attr_val_id"":2419,""formatted_value"":""Manufacturer Warranty"",""status"":1},{""attr_id"":100551,""attr_val_id"":3154,""formatted_value"":""AA"",""status"":1},{""attr_id"":100729,""attr_val_id"":3803,""formatted_value"":""No"",""status"":1},{""attr_id"":100751,""attr_val_id"":3932,""formatted_value"":""Analog Clock"",""status"":1},{""attr_id"":100960,""attr_val_id"":5081,""formatted_value"":""Wall Clock"",""status"":1},{""attr_id"":100999,""attr_val_id"":0,""formatted_value"":""1"",""status"":1},{""attr_id"":101029,""attr_val_id"":0,""formatted_value"":""26CM"",""status"":1},{""attr_id"":101635,""attr_val_id"":0,""formatted_value"":""redondo"",""status"":1}]",4.84,24.52,100711,18,https://cf.shopee.com.br/file/br-11134207-7r98o-mcl2m9yjbke92f,Relógio de Parede Redondo Ômega Preto Santa Ceia Plashome Sala Cozinha e Escritório e Decoraçaõ,100636,https://shopee.com.br/product/1579133052/23098750201,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F1579133052%2F23098750201
https://cf.shopee.com.br/file/br-11134207-820lp-mq8hc4iw2xvl90,49913374549,190.9,Baby & Kids Fashion,"✨ Tênis Infantil Casual Conforto Premium – Estilo e Segurança para o Dia a Dia ✨


O tênis infantil perfeito para acompanhar cada passo com conforto, leveza e muito estilo. Desenvolvido com design moderno em branco com detalhes sofisticados em dourado e bege, ele combina facilmente com looks escolares e casuais, deixando o visual ainda mais elegante e atual.

👟 Conforto que acompanha o crescimento

Palmilha macia e interior acolchoado que garante bem-estar durante todo o dia, ideal para escola, passeios e brincadeiras.

🛡️ Segurança em cada passo

Solado emborrachado com excelente aderência, oferecendo mais estabilidade e segurança para correr, brincar e se movimentar sem preocupação.

✨ Design moderno e versátil

Acabamento premium com detalhes dourados e tons neutros que trazem um visual sofisticado, perfeito para crianças que gostam de estilo.

🎒 Ideal para o dia a dia

Leve, resistente e fácil de calçar, combina com uniforme escolar ou roupas casuais, sendo uma escolha prática para qualquer ocasião.

💎 Diferenciais do produto:




Material leve e respirável


Palmilha confortável de alta maciez


Solado antiderrapante resistente


Design moderno e elegante


Alta durabilidade para uso diário


🔥 Um tênis pensado para unir conforto, estilo e segurança, garantindo mais liberdade para as crianças se movimentarem com confiança.",Boy Shoes,"[{""attr_id"":100037,""attr_val_id"":6737,""formatted_value"":""Brasil"",""status"":1},{""attr_id"":100134,""attr_val_id"":1190,""formatted_value"":""Rubber"",""status"":1},{""attr_id"":100199,""attr_val_id"":1666,""formatted_value"":""Laces"",""status"":1}]",5,39.99,100692,79,https://cf.shopee.com.br/file/br-11134207-820m0-mq8i5vlcm8e96f,Tênis infantil branco com dourado confortável leve estiloso ideal para escola e passeio,100633,https://shopee.com.br/product/406651970/49913374549,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F406651970%2F49913374549
https://cf.shopee.com.br/file/br-11134207-7qukw-linfd0ioh1gwdf,20060775109,94.97,Home & Living,"Kit de Acessórios para Banheiro Dourado 6 Peças Linha Stander com Porta Shampoo
Renove o seu banheiro com um kit completo que combina elegância, funcionalidade e alta durabilidade. O Kit de Acessórios para Banheiro Dourado Linha Stander foi desenvolvido para quem busca um acabamento sofisticado sem abrir mão da qualidade.
Fabricado em alumínio maciço polido, com canoplas de acabamento em aço inox, o kit oferece excelente resistência à umidade e à corrosão. Seu acabamento dourado proporciona um toque de requinte, valorizando qualquer estilo de banheiro.
O Kit Contém:
01 Porta Papel Higiênico
01 Porta Toalha de Banho
01 Porta Toalha de Rosto
01 Cabideiro
01 Porta Shampoo Linha Stander
01 Saboneteira Linha Stander
Kit de parafusos e buchas para fixação
Manual de instalação
Diferenciais do Produto:
✔ Acabamento dourado de alto padrão
✔ Fabricado em alumínio maciço polido
✔ Canoplas de acabamento em aço inox
✔ Não enferruja
✔ Não descasca
✔ Resistente à umidade
✔ Não sofre ação da maresia
✔ Fácil instalação
✔ Alta resistência e longa vida útil
Qualidade Garantida
Somos fabricantes e acompanhamos todas as etapas da produção para garantir um produto com excelente acabamento, resistência e durabilidade.
Só quem fabrica pode garantir a qualidade!
Invista em um kit completo que oferece praticidade, organização e um acabamento sofisticado para o seu banheiro, com a resistência necessária para o uso diário.",Furniture,"[{""attr_id"":100037,""attr_val_id"":6737,""formatted_value"":""Brasil"",""status"":1},{""attr_id"":100121,""attr_val_id"":776,""formatted_value"":""1 Month"",""status"":1},{""attr_id"":100370,""attr_val_id"":2419,""formatted_value"":""Manufacturer Warranty"",""status"":1},{""attr_id"":100413,""attr_val_id"":0,""formatted_value"":""Novo"",""status"":1},{""attr_id"":100730,""attr_val_id"":3823,""formatted_value"":""Assembly Required"",""status"":1}]",4.65,75.98,100713,20,https://cf.shopee.com.br/file/sg-11134201-22110-93hck17k4ljv4e,Kit De Acessórios Para Banheiro Dourado 6 Peças Linha Stander,100636,https://shopee.com.br/product/596375841/20060775109,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F596375841%2F20060775109
https://cf.shopee.com.br/file/br-11134207-820mc-mnn7dnq8ndhc7b,23494733953,48,Home & Living,"PERSONALIZADAS COM NOME E IDADE DO SEU PEQUENO(A)! (envie após a compra via chat) 
KIT COMPOSTO POR: centro de mesa + plaquinha de mesa


CENTRO DE MESA 

TAMANHO: 9x8x7 (sem contar com o palito)
Altura com palito 23cm
ACOMPANHA: Palito Plástico e tag aplique (os itens não vão colados, vc precisará de cola quente) escolha no anúncio se quer com ou sem laços.


PLAQUINHA DE MESA:
tamanho: 10x15 (aproximadamente)
alteramos SOMENTE nome e idade, restante permanece igual a do anúncio (frente e verso iguais)

Imagem real dos nossos produtos (é exatamente como nas fotos). Editamos nome e idade. 
Portanto não mandamos artes para aprovação.
solicite caso queira uma quantidade maior. 


CONSULTE OUTROS TEMAS ANTES

FEITOS EM PAPEL OFFSET 180g FOSCO",Party Supplies,"[{""attr_id"":100761,""attr_val_id"":4044,""formatted_value"":""Food Storage Container"",""status"":1},{""attr_id"":100942,""attr_val_id"":0,""formatted_value"":""25x20x4"",""status"":1},{""attr_id"":101219,""attr_val_id"":7221,""formatted_value"":""Yes"",""status"":1}]",5,48,100722,0,https://cf.shopee.com.br/file/br-11134207-81z1k-midl4ijd0rgmac,Kit Centro de mesa + Plaquinha de mesa BOLAS ESPOTIVAS ESPORTES FUTEBOL Personalizado,100636,https://shopee.com.br/product/329297113/23494733953,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F329297113%2F23494733953
https://cf.shopee.com.br/file/sg-11134201-824j5-mf15mhuqw4cqb1,41721012394,33.9,Home & Living,"Pote Hermético De Vidro - Click House

Os potes com tampas herméticas so perfeitos para o dia a dia, não fica com cheiro indesejado, garante o melhor sabor e você pode esquentar no Microondas ou Forno (Tire a tampa nesses casos), ideal para quem trabalha e leva o alimento de casa, ou para guardar diversos alimentos na geladeira/freezer. Além do ser totalmente fácil de lavar e super resistente.

Praticidade com qualidade, veja os diferenciais:
Vai ao forno (sem tampa), micro-ondas (sem tampa) e freezer;
Mantém os alimentos frescos por mais tempo;
Evita que o cheiro se espalhe;
Sem risco de vazamento;
Fácil de limpar e higienizar;
Super Resistente.

Informações complementares:
Modelo: Pote de Vidro com Tampa Hermética
Marca: Click House
Material: Vidro
Capacidade: 370ml 
Altura: 5 cm
Largura: 8 cm
Comprimento: 14 cm",Kitchenware,"[{""attr_id"":100037,""attr_val_id"":6737,""formatted_value"":""Brasil"",""status"":1},{""attr_id"":100121,""attr_val_id"":799,""formatted_value"":""3 Months"",""status"":1},{""attr_id"":100134,""attr_val_id"":0,""formatted_value"":""Vidro"",""status"":1},{""attr_id"":100278,""attr_val_id"":0,""formatted_value"":""370ml"",""status"":1},{""attr_id"":100370,""attr_val_id"":0,""formatted_value"":""Garantia de fábrica"",""status"":1},{""attr_id"":100761,""attr_val_id"":4044,""formatted_value"":""Food Storage Container"",""status"":1},{""attr_id"":100794,""attr_val_id"":0,""formatted_value"":""Com tampa"",""status"":1},{""attr_id"":100794,""attr_val_id"":0,""formatted_value"":""Livre de BPA"",""status"":1},{""attr_id"":100942,""attr_val_id"":0,""formatted_value"":""5x8x14"",""status"":1}]",4.9,28.99,100717,14,https://cf.shopee.com.br/file/sg-11134201-824h6-mf15mlzi6adm9f,Kit 3/6/10/12 Potes Vidro Com Tampa Hermética Marmita Retangular 370ml,100636,https://shopee.com.br/product/747612598/41721012394,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F747612598%2F41721012394
https://cf.shopee.com.br/file/br-11134207-820l9-mo41db0qf2f601,58260476731,42.8,Women Bags,"Bolsa Jumbo Transparente Impermeável Alta Capacidade
Cansada de falta de espaço? A Bolsa Jumbo Transparente 
é perfeita para guardar e transportar tudo com praticidade.

✅ Grande e super espaçosa
✅ Material resistente e reforçado
✅ Impermeável e fácil de limpar
✅ Transparente — encontre tudo rápido
✅ Ideal para viagem, mudança e organização

Perfeita para:
• Roupas
• Cobertores
• Brinquedos
• Enxoval
• Academia
• Praia
• Viagem

⭐ DIFERENCIAIS:
✔ Cabe muitos itens
✔ Zíper resistente
✔ Alças reforçadas
✔ Leve e prática
✔ Fácil de guardar quando não estiver usando

📏 ESPECIFICAÇÕES:
• Material: PVC Transparent
• Modelo Jumbo
• Impermeável
• Fechamento em zíper

🚚 Envio rápido
📦 Produto bem embalado
⭐ Pronta entrega

Garanta já sua Bolsa Jumbo Transparente e 
organize tudo com muito mais praticidade.



 ",Tote Bags,"[{""attr_id"":100037,""attr_val_id"":6737,""formatted_value"":""Brasil"",""status"":1},{""attr_id"":100121,""attr_val_id"":776,""formatted_value"":""1 Month"",""status"":1},{""attr_id"":100134,""attr_val_id"":1178,""formatted_value"":""PVC"",""status"":1},{""attr_id"":100162,""attr_val_id"":0,""formatted_value"":""TRANSPARENTE"",""status"":1},{""attr_id"":100216,""attr_val_id"":0,""formatted_value"":""TRANSPARENTE IMPERMEAVEL"",""status"":1},{""attr_id"":100218,""attr_val_id"":0,""formatted_value"":""GRANDE"",""status"":1},{""attr_id"":100221,""attr_val_id"":1792,""formatted_value"":""No"",""status"":1},{""attr_id"":100227,""attr_val_id"":1820,""formatted_value"":""Zipper"",""status"":1},{""attr_id"":100370,""attr_val_id"":2437,""formatted_value"":""Supplier Warranty"",""status"":1},{""attr_id"":100413,""attr_val_id"":0,""formatted_value"":""NOVO"",""status"":1},{""attr_id"":100942,""attr_val_id"":0,""formatted_value"":""48X43X22"",""status"":1},{""attr_id"":100999,""attr_val_id"":0,""formatted_value"":""1"",""status"":1},{""attr_id"":101029,""attr_val_id"":0,""formatted_value"":""300G/GR"",""status"":1},{""attr_id"":101219,""attr_val_id"":7222,""formatted_value"":""No"",""status"":1},{""attr_id"":101639,""attr_val_id"":0,""formatted_value"":""BOLSA TRANSPARENTE IMPERMEAVEL "",""status"":1}]",5,42.8,100093,0,https://cf.shopee.com.br/file/br-11134207-820md-mo41db0qja4i37,Bolsa Jumbo Transparente Impermeável Alta Capacidade Com Ziper,100016,https://shopee.com.br/product/339079955/58260476731,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F339079955%2F58260476731
https://cf.shopee.com.br/file/cn-11134207-820l4-mil1xsu3cjcwe0,43962232743,66.53,Beauty,"🎉Olá Bem-vindo(a) à LOJAHAMRONIA . Siga-nos, avisaremos o mais breve possível sobre novos produtos e promoções. 
☑️Temos tudo o que você deseja aqui com uma variedade de produtos. 
☑️ Temos ótimos pregos, qualidade e servico. 
☑️Todos os produtos estao em pronta entrega. Enviaremos dentro de 24 horas após contar o pagamento. Sua satisfacäo é nossa prioridade e esperamos poder te oferecer um servico 5 estrelas. eTenha ótimas compras!
 😙 Se tiver alguma dúvida contacte-nos, responderemos atempadamente

✅️Características da chave da chave:

✔ Masterpiece Earth-Tone - Neutros quentes curados de bege macio a cacau profundo

✔ Fórmula ultrafina de """"pó para creme"""" que:

Aplica-se suavemente sem cair

Mistura perfeitamente com um toque

Mantém a reembolso de cores verdadeiras Mantém o pagamento de cores verdadeiras

✔ Acabamento Profissional Profissional - Mistura de:

15 foscos aveludados (perfeitos para contorno)

10 pérolas luminosas 10 pérolas luminosas (brilho construível)



Amantes de maquiagem escolhem isso:

Tamanho Jumbo → 25g Tamanho Jumbo - 2X mais produto do que paletas padrão

→ À prova de iniciantes - Tons à prova de tolos com mistura embutida

Contorno de rosto → Multifuncional - Use para olhos, sobrancelhas e contorno de rosto

Aplicação Pro:

Tampas de primeira linha com sombra bege fosca

Profundidade de construção de cacau usando tons de cacau em vinco

Tampas de sotaque com tons de pérola""
",Makeup,,4.92,23.88,100662,64,https://cf.shopee.com.br/file/cn-11134207-820l4-mqvtffhy2wp8c0,Paleta De Sombras Foscas E Pérolas De Baixa Saturação De 25 Cores Maquiagem Versátil De Longa Duração Sombras Acessíveis,100630,https://shopee.com.br/product/1410133750/43962232743,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F1410133750%2F43962232743
https://cf.shopee.com.br/file/br-11134207-820lk-mo7585w0pkht3e,58260620777,100,Beauty,"Perfume Ruby Rose Mood Intense 100ml HB-P107

O Perfume Mood Intense da Ruby Rose foi criado para mulheres que gostam de fragrâncias envolventes, modernas e cheias de personalidade. Sua combinação floral frutada entrega um aroma elegante e sedutor, perfeito para destacar sua presença em qualquer ocasião. Com notas frutadas vibrantes, coração floral sofisticado e fundo quente e confortável, Mood Intense proporciona uma experiência olfativa envolvente do início ao fim, deixando um rastro irresistível e memorável na pele.

•Fragrância floral frutada intensa e sofisticada
•Combinação perfeita entre frescor, doçura e sensualidade
•Aroma elegante e marcante para qualquer ocasião
•Perfume feminino moderno e envolvente
•Sensação confortável com fixação prolongada

Notas Olfativas
• Notas de saída: ameixa, cereja amarga e framboesa
uma abertura vibrante e frutada que desperta os sentidos com intensidade e frescor irresistível.
• Notas de corpo: orquídea, íris e frésia
o coração floral revela delicadeza, elegância e um toque sofisticado extremamente feminino.
• Notas de fundo: baunilha, âmbar e almíscar

Um fundo quente, confortável e sensual que deixa a fragrância envolvente e duradoura na pele. Mood Intense combina ousadia e feminilidade em uma fragrância moderna e cheia de atitude sua evolução entrega equilíbrio entre o lado frutado vibrante e o toque floral elegante, finalizando com notas aconchegantes que tornam o perfume ainda mais irresistível. Ideal para quem ama perfumes femininos marcantes, mas sem perder a delicadeza. Perfeito para encontros, ocasiões especiais ou até mesmo para transformar a rotina em um momento mais sofisticado e inesquecível.",Perfumes & Fragrances,"[{""attr_id"":100016,""attr_val_id"":394,""formatted_value"":""Single"",""status"":1},{""attr_id"":100019,""attr_val_id"":727,""formatted_value"":""Travel Size"",""status"":1},{""attr_id"":100022,""attr_val_id"":652,""formatted_value"":""Female"",""status"":1},{""attr_id"":100025,""attr_val_id"":744,""formatted_value"":""Floral"",""status"":1},{""attr_id"":100025,""attr_val_id"":772,""formatted_value"":""Fruity"",""status"":1},{""attr_id"":100036,""attr_val_id"":801,""formatted_value"":""Spray"",""status"":1},{""attr_id"":100037,""attr_val_id"":0,""formatted_value"":""Brasil"",""status"":1},{""attr_id"":100082,""attr_val_id"":659,""formatted_value"":""EDT"",""status"":1},{""attr_id"":100095,""attr_val_id"":562,""formatted_value"":""150g"",""status"":1},{""attr_id"":100248,""attr_val_id"":533,""formatted_value"":""100ml"",""status"":1},{""attr_id"":100577,""attr_val_id"":3203,""formatted_value"":""Adults"",""status"":1},{""attr_id"":100707,""attr_val_id"":3523,""formatted_value"":""Regular Edition"",""status"":1},{""attr_id"":100974,""attr_val_id"":0,""formatted_value"":""Água"",""status"":1},{""attr_id"":100999,""attr_val_id"":0,""formatted_value"":""1"",""status"":1},{""attr_id"":101029,""attr_val_id"":0,""formatted_value"":""100ML"",""status"":1}]",4.8,44.9,100661,55,https://cf.shopee.com.br/file/br-11134207-820m8-mo7585w0sdmp58,Perfume Ruby Rose Mood Intense 100ml HB-P107,100630,https://shopee.com.br/product/940052663/58260620777,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F940052663%2F58260620777
https://cf.shopee.com.br/file/sg-11134201-821dv-mh9fpal384jsca,58200758537,279.99,Health,"A Luva Nitrílica Descartável Preta proporciona proteção, desempenho e conforto para atividades que exigem higiene, precisão e segurança. Produzida em borracha nitrílica 100% sintética, é resistente a perfurações, rasgos e produtos químicos leves, tornando-se uma excelente substituta das luvas de látex — especialmente para quem possui alergia ao látex natural.

Com alta elasticidade e toque suave, oferece ajuste anatômico e ótima sensibilidade tátil, garantindo firmeza e eficiência até em procedimentos minuciosos. Ideal tanto para profissionais quanto para uso doméstico.

Principais Características

Material: borracha nitrílica sintética (livre de látex)

Cor: preta

Acabamento: lisa ou microtexturizada, conforme a marca

Interior: sem pó (powder free)

Uso: descartável e ambidestro

Tamanhos: PP, P, M e G

Certificação: CA válido conforme embalagem da marca

Benefícios

Resistência superior a agentes químicos e biológicos

Alternativa segura para pessoas com alergia ao látex

Conforto prolongado em uso contínuo

Excelente sensibilidade e precisão em procedimentos delicados

Alta elasticidade e durabilidade

Prática de calçar e remover

Ótimo custo-benefício

Indicações de Uso

Indicada para diversos segmentos profissionais e domésticos:

Clínicas médicas, odontológicas e laboratórios

Salões de beleza, estética, micropigmentação e manicure

Tatuadores, body piercers e estúdios de tattoo

Indústrias alimentícia, cosmética e farmacêutica

Serviços de limpeza, manutenção e tarefas do dia a dia

Marcas Disponíveis

Talge

Nobre

Inoven

Descarpack

Medix

Volk

A marca enviada pode variar conforme estoque, sempre mantendo a mesma qualidade e especificações.

Modo de Uso

Higienize e seque bem as mãos antes de calçar.

Escolha o tamanho adequado para melhor ajuste.

Após o uso, descarte em local apropriado.

Cuidados e Armazenamento

Uso único e descartável

Conservar em local fresco, seco e ao abrigo da luz solar

Validade e CA indicados na embalagem",Medical Supplies,"[{""attr_id"":100095,""attr_val_id"":0,""formatted_value"":""750g"",""status"":1},{""attr_id"":100999,""attr_val_id"":0,""formatted_value"":""1"",""status"":1},{""attr_id"":101029,""attr_val_id"":0,""formatted_value"":""1000G/GR"",""status"":1}]",5,239.99,100018,14,https://cf.shopee.com.br/file/sg-11134201-821et-mh9fpc91vr4c8e,"Luva Nitrílica Preta Descartável | Talge, Nobre, Inoven, Descarpack, Medix e Volk | PP a G",100001,https://shopee.com.br/product/322420561/58200758537,https://shope.ee/an_redir?origin_link=https%3A%2F%2Fshopee.com.br%2Fproduct%2F322420561%2F58200758537
